job_id,job_type,arrival_time,start_time,end_time,due_date,tardiness,machine
1,H,0.0,0.0,531.4583080629318,690.0,0.0,B
2,N,300.0,300.0,697.955493684388,990.0,0.0,A
3,N,600.0,600.0,1086.0580078800817,1290.0,0.0,A
4,N,780.0,780.0,1253.3884408454944,1470.0,0.0,A
5,N,900.0,900.0,1526.60418421989,1590.0,0.0,A
6,N,1080.0,1086.0580078800817,1689.6974177358682,1770.0,0.0,A
8,N,1440.0,1440.0,1870.7649401854787,2130.0,0.0,A
7,H,1260.0,1260.0,1913.1528466090306,1950.0,0.0,B
9,N,1680.0,1680.0,2203.943186185798,2370.0,0.0,A
10,N,1980.0,1980.0,2381.4284906752932,2670.0,0.0,A
11,H,2100.0,2100.0,2504.6869531127522,2790.0,0.0,B
12,H,2460.0,2460.0,2945.4702837897066,3150.0,0.0,B
13,N,2640.0,2640.0,3039.095675640543,3330.0,0.0,A
14,N,2760.0,2760.0,3227.0189173910435,3450.0,0.0,A
15,N,2940.0,2940.0,3534.0325851831212,3630.0,0.0,A
16,N,3180.0,3180.0,3739.5822542138885,3870.0,0.0,A
17,N,3600.0,3600.0,4072.682650969633,4290.0,0.0,A
18,N,3840.0,3840.0,4413.588870678714,4530.0,0.0,A
20,N,4200.0,4200.0,4579.34757239181,4890.0,0.0,A
19,N,4140.0,4140.0,4798.532600486833,4830.0,0.0,A
21,H,4320.0,4320.0,4922.931104348153,5010.0,0.0,B
22,N,4500.0,4500.0,5111.611049860037,5190.0,0.0,A
23,H,4740.0,4740.0,5176.7509164548355,5430.0,0.0,B
24,N,5040.0,5040.0,5494.634133319636,5730.0,0.0,A
26,N,5160.0,5160.0,5661.419931767185,5850.0,0.0,A
28,H,5340.0,5340.0,5709.540052068382,6030.0,0.0,B
27,N,5280.0,5280.0,5713.090085365229,5970.0,0.0,A
25,H,5100.0,5100.0,5807.493862048815,5790.0,17.493862048814663,B
30,H,5700.0,5709.540052068382,6228.017772796169,6390.0,0.0,B
29,N,5580.0,5580.0,6257.664010474698,6270.0,0.0,A
31,N,5880.0,5880.0,6537.439778762768,6570.0,0.0,A
33,H,6180.0,6180.0,6675.44395965757,6870.0,0.0,B
32,N,6120.0,6120.0,6743.892741308146,6810.0,0.0,A
35,N,6540.0,6540.0,7052.296994798039,7230.0,0.0,A
34,N,6360.0,6360.0,7131.841390973958,7050.0,81.84139097395837,A
36,H,6780.0,6780.0,7280.680983321549,7470.0,0.0,B
37,N,6840.0,6840.0,7508.305870755339,7530.0,0.0,A
38,N,6960.0,7052.296994798039,7635.5485054325545,7650.0,0.0,A
39,N,7140.0,7140.0,7825.4133006164575,7830.0,0.0,A
40,N,7260.0,7508.305870755339,8078.0586704004945,7950.0,128.05867040049452,A
42,N,7740.0,7825.4133006164575,8236.789214219683,8430.0,0.0,A
41,N,7680.0,7680.0,8294.057558873812,8370.0,0.0,A
43,N,8160.0,8160.0,8634.572861871951,8850.0,0.0,A
44,H,8400.0,8400.0,8823.008743762433,9090.0,0.0,B
45,N,8460.0,8460.0,8887.793936829195,9150.0,0.0,A
46,N,8580.0,8580.0,9055.796178928302,9270.0,0.0,A
47,H,8760.0,8760.0,9131.06385488057,9450.0,0.0,B
