job_id,job_type,arrival_time,start_time,end_time,due_date,tardiness,machine
119,H,12833.0,14272.785051242601,14578.13246242907,13523.0,1055.13246242907,B
118,H,12755.0,14001.141548562737,14590.725997155792,13445.0,1145.7259971557924,B
125,N,13585.0,14050.197245020498,14605.320279569316,14275.0,330.32027956931597,A
127,N,13713.0,14557.693093498452,14951.187277492452,14403.0,548.1872774924523,A
126,N,13704.0,14537.095549898064,15035.35612672656,14394.0,641.3561267265595,A
132,H,14158.0,14590.725997155792,15234.983824205228,14848.0,386.9838242052283,B
131,H,14152.0,14578.13246242907,15259.051495238353,14842.0,417.0514952383528,B
128,N,13753.0,14605.320279569316,15274.767658579816,14443.0,831.7676585798163,A
129,N,13809.0,14951.187277492452,15445.265958215337,14499.0,946.2659582153374,A
130,N,13862.0,15035.35612672656,15453.11848116321,14552.0,901.1184811632102,A
133,N,14190.0,15274.767658579816,15705.007525031211,14880.0,825.0075250312111,A
138,N,15405.0,15453.11848116321,15876.258334376365,16095.0,0.0,A
135,H,14554.0,15234.983824205228,15878.784976068657,15244.0,634.7849760686568,B
136,H,14604.0,15259.051495238353,15956.04610246496,15294.0,662.0461024649594,B
134,N,14486.0,15445.265958215337,15987.237691202141,15176.0,811.2376912021409,A
137,H,15001.0,15878.784976068657,16258.907215334595,15691.0,567.9072153345951,B
139,N,15624.0,15705.007525031211,16341.616409582304,16314.0,27.616409582304186,A
142,H,15721.0,15956.04610246496,16432.096223038752,16411.0,21.096223038752214,B
140,N,15642.0,15876.258334376365,16515.10214974424,16332.0,183.10214974424161,A
141,N,15669.0,15987.237691202141,16548.322042584008,16359.0,189.32204258400816,A
143,H,15872.0,16258.907215334595,16675.51619534066,16562.0,113.51619534066049,B
144,H,15900.0,16432.096223038752,16892.43107622527,16590.0,302.4310762252717,B
147,N,16207.0,16515.10214974424,16985.553843409227,16897.0,88.55384340922683,A
146,N,16170.0,16341.616409582304,17033.145636362566,16860.0,173.1456363625657,A
148,N,16275.0,16548.322042584008,17106.17024680927,16965.0,141.17024680926988,A
145,H,16122.0,16675.51619534066,17243.107533320494,16812.0,431.10753332049353,B
150,H,16481.0,16892.43107622527,17292.718945658708,17171.0,121.71894565870753,B
149,N,16420.0,16985.553843409227,17480.68368688187,17110.0,370.6836868818682,A
154,N,16880.0,17106.17024680927,17700.20059087606,17570.0,130.2005908760584,A
151,H,16481.0,17243.107533320494,17707.876294893795,17171.0,536.8762948937947,B
153,H,16673.0,17292.718945658708,17782.09886937116,17363.0,419.0988693711588,B
152,N,16664.0,17033.145636362566,17844.19410498688,17354.0,490.1941049868801,A
155,N,16964.0,17480.68368688187,17924.169264570544,17654.0,270.1692645705443,A
156,H,17286.0,17707.876294893795,18144.031702285207,17976.0,168.03170228520685,B
157,N,17360.0,17700.20059087606,18173.965992527956,18050.0,123.96599252795568,A
158,H,17408.0,17782.09886937116,18295.152434807922,18098.0,197.15243480792196,B
159,N,17818.0,17844.19410498688,18319.32276604729,18508.0,0.0,A
160,N,18466.0,18466.0,18938.625580328848,19156.0,0.0,A
161,N,18855.0,18855.0,19278.94686664818,19545.0,0.0,A
163,N,19340.0,19340.0,19814.834867298756,20030.0,0.0,A
162,N,19245.0,19245.0,19832.521468271603,19935.0,0.0,A
166,H,19620.0,19620.0,19979.521991687383,20310.0,0.0,B
164,H,19352.0,19352.0,20014.46455948093,20042.0,0.0,B
165,N,19419.0,19419.0,20103.259822665594,20109.0,0.0,A
168,N,19812.0,19814.834867298756,20291.920592046285,20502.0,0.0,A
167,H,19693.0,19979.521991687383,20383.09717091311,20383.0,0.09717091311176773,B
170,H,19868.0,20014.46455948093,20395.800851726464,20558.0,0.0,B
169,N,19844.0,19844.0,20444.83344734181,20534.0,0.0,A
171,H,20013.0,20383.09717091311,20890.19551278373,20703.0,187.1955127837282,B
175,N,20394.0,20394.0,20932.135052294372,21084.0,0.0,A
172,N,20224.0,20224.0,20958.43893128781,20914.0,44.43893128780837,A
173,H,20255.0,20395.800851726464,20988.252989434775,20945.0,43.25298943477537,B
174,H,20352.0,20890.19551278373,21287.768540399426,21042.0,245.76854039942555,B
176,H,20738.0,20988.252989434775,21357.870090146032,21428.0,0.0,B
178,N,20813.0,20813.0,21470.61436792904,21503.0,0.0,A
180,N,21124.0,21124.0,21650.448798949554,21814.0,0.0,A
181,N,21140.0,21140.0,21664.396429135923,21830.0,0.0,A
177,H,20782.0,21287.768540399426,21761.279541514832,21472.0,289.2795415148321,B
179,H,20941.0,21357.870090146032,21925.093738022304,21631.0,294.093738022304,B
182,H,21407.0,21761.279541514832,22305.687893487477,22097.0,208.68789348747669,B
183,H,21605.0,21925.093738022304,22668.818008557402,22295.0,373.8180085574022,B
184,H,22117.0,22305.687893487477,22675.836974433685,22807.0,0.0,B
185,H,22524.0,22668.818008557402,23123.16537428486,23214.0,0.0,B
186,H,23092.0,23092.0,23528.490056640803,23782.0,0.0,B
187,H,23253.0,23253.0,23886.670529582272,23943.0,0.0,B
188,H,23279.0,23528.490056640803,23940.84494417846,23969.0,0.0,B
190,N,23677.0,23677.0,24141.671071104633,24367.0,0.0,A
189,H,23326.0,23886.670529582272,24354.590282603665,24016.0,338.5902826036654,B
191,H,23867.0,23940.84494417846,24400.810134147017,24557.0,0.0,B
195,N,24049.0,24049.0,24535.917291556845,24739.0,0.0,A
198,N,24270.0,24270.0,24749.95353849724,24960.0,0.0,A
193,H,23922.0,24400.810134147017,24867.08292370515,24612.0,255.0829237051512,B
192,H,23886.0,24354.590282603665,25030.707757020766,24576.0,454.7077570207657,B
200,N,24526.0,24526.0,25211.21345440525,25216.0,0.0,A
203,N,24950.0,24950.0,25363.980438870327,25640.0,0.0,A
194,H,24038.0,24867.08292370515,25367.191380793334,24728.0,639.1913807933342,B
196,H,24202.0,25030.707757020766,25649.615286210934,24892.0,757.6152862109338,B
204,N,24965.0,24965.0,25793.864944621564,25655.0,138.86494462156406,A
197,H,24256.0,25367.191380793334,26045.83816329015,24946.0,1099.838163290151,B
205,N,25295.0,25295.0,26061.805418635016,25985.0,76.8054186350164,A
199,H,24342.0,25649.615286210934,26275.658817181644,25032.0,1243.6588171816438,B
210,N,25819.0,25819.0,26276.87502220069,26509.0,0.0,A
201,H,24857.0,26045.83816329015,26525.101862086412,25547.0,978.1018620864124,B
211,N,26100.0,26100.0,26570.958751046834,26790.0,0.0,A
202,H,24906.0,26275.658817181644,26629.804638798912,25596.0,1033.8046387989125,B
212,N,26150.0,26150.0,26668.285472122483,26840.0,0.0,A
215,N,26364.0,26364.0,26876.412690965004,27054.0,0.0,A
216,N,26588.0,26588.0,27071.66741441758,27278.0,0.0,A
217,N,26644.0,26668.285472122483,27201.406743430194,27334.0,0.0,A
207,H,25477.0,26629.804638798912,27221.992513045177,26167.0,1054.9925130451775,B
206,H,25299.0,26525.101862086412,27270.896408079876,25989.0,1281.896408079876,B
220,N,26924.0,26924.0,27448.24011271078,27614.0,0.0,A
208,H,25495.0,27221.992513045177,27723.921489094715,26185.0,1538.921489094715,B
221,N,26948.0,27071.66741441758,27825.78661528618,27638.0,187.78661528617886,A
209,H,25816.0,27270.896408079876,27833.58154352071,26506.0,1327.5815435207114,B
223,N,27241.0,27448.24011271078,27902.66625917343,27931.0,0.0,A
222,N,27049.0,27201.406743430194,28013.282745569664,27739.0,274.28274556966426,A
213,H,26215.0,27723.921489094715,28148.876911876105,26905.0,1243.8769118761047,B
214,H,26252.0,27833.58154352071,28343.471319921562,26942.0,1401.471319921562,B
225,N,27372.0,27902.66625917343,28461.403625319366,28062.0,399.40362531936626,A
218,H,26788.0,28148.876911876105,28502.339643244548,27478.0,1024.339643244548,B
224,N,27256.0,27825.78661528618,28592.254161680106,27946.0,646.2541616801063,A
227,N,27614.0,28013.282745569664,28644.59680170545,28304.0,340.59680170545107,A
219,H,26804.0,28343.471319921562,28855.08879425781,27494.0,1361.0887942578083,B
230,N,27939.0,28461.403625319366,29008.303891727697,28629.0,379.3038917276972,A
231,N,28359.0,28592.254161680106,29047.480865546797,29049.0,0.0,A
226,H,27391.0,28502.339643244548,29130.712076722317,28081.0,1049.7120767223169,B
228,H,27703.0,28855.08879425781,29218.378392629336,28393.0,825.3783926293363,B
232,N,28446.0,28644.59680170545,29402.271802378546,29136.0,266.27180237854554,A
233,N,28449.0,29008.303891727697,29471.761698356728,29139.0,332.7616983567277,A
235,N,28687.0,29047.480865546797,29622.94743929326,29377.0,245.9474392932607,A
234,H,28641.0,29218.378392629336,29627.278378566676,29331.0,296.2783785666761,B
229,H,27916.0,29130.712076722317,29675.844485061112,28606.0,1069.8444850611122,B
236,N,28792.0,29402.271802378546,29845.37095377827,29482.0,363.37095377827063,A
238,N,29137.0,29622.94743929326,30102.035658830817,29827.0,275.0356588308168,A
240,H,29197.0,29627.278378566676,30142.5044870434,29887.0,255.50448704339942,B
237,N,29107.0,29471.761698356728,30174.072366459033,29797.0,377.0723664590332,A
241,H,29382.0,29675.844485061112,30199.939251450767,30072.0,127.93925145076719,B
239,N,29191.0,29845.37095377827,30368.57774894275,29881.0,487.57774894274917,A
