job_id,job_type,arrival_time,start_time,end_time,due_date,tardiness,machine
1,H,0.0,0.0,33.37180364036221,69.66666666666667,0.0,B
2,N,300.0,300.0,345.00107540661674,477.33333333333337,0.0,A
3,N,600.0,600.0,656.5840079103068,777.3333333333334,0.0,A
4,N,780.0,780.0,834.9402388919597,957.3333333333334,0.0,A
5,N,900.0,900.0,970.1180187417355,1077.3333333333333,0.0,A
6,N,1080.0,1080.0,1147.9784022181489,1257.3333333333333,0.0,A
7,H,1260.0,1260.0,1298.6413317344995,1329.6666666666667,0.0,B
8,N,1440.0,1440.0,1489.3240995613205,1617.3333333333333,0.0,A
9,N,1680.0,1680.0,1740.5531449816438,1857.3333333333333,0.0,A
10,N,1980.0,1980.0,2025.4586829398738,2157.3333333333335,0.0,A
11,H,2100.0,2100.0,2127.3932059149533,2169.6666666666665,0.0,B
12,H,2460.0,2460.0,2491.380463775839,2529.6666666666665,0.0,B
13,N,2640.0,2640.0,2685.1513075703033,2817.3333333333335,0.0,A
14,N,2760.0,2760.0,2814.1009804867126,2937.3333333333335,0.0,A
15,N,2940.0,2940.0,3007.0833391758156,3117.3333333333335,0.0,A
16,N,3180.0,3180.0,3243.873619096875,3357.3333333333335,0.0,A
17,N,3600.0,3600.0,3654.847242910409,3777.3333333333335,0.0,A
18,N,3840.0,3840.0,3905.1786085364633,4017.3333333333335,0.0,A
19,N,4140.0,4140.0,4213.092773291185,4317.333333333333,0.0,A
20,N,4200.0,4200.0,4242.549266498047,4377.333333333333,0.0,A
21,H,4320.0,4320.0,4356.466666503487,4389.666666666667,0.0,B
22,N,4500.0,4500.0,4568.721115924051,4677.333333333333,0.0,A
23,H,4740.0,4740.0,4769.222940373303,4809.666666666667,0.0,B
24,N,5040.0,5040.0,5092.469141903587,5217.333333333333,0.0,A
25,H,5100.0,5100.0,5140.994366726414,5169.666666666667,0.0,B
26,N,5160.0,5160.0,5218.346513159525,5337.333333333333,0.0,A
27,N,5280.0,5280.0,5329.630464338761,5457.333333333333,0.0,A
28,H,5340.0,5340.0,5364.917224238162,5409.666666666667,0.0,B
29,N,5580.0,5580.0,5654.875237176114,5757.333333333333,0.0,A
30,H,5700.0,5700.0,5732.809727720948,5769.666666666667,0.0,B
31,N,5880.0,5880.0,5952.990955638589,6057.333333333333,0.0,A
32,N,6120.0,6120.0,6189.865394963912,6297.333333333333,0.0,A
33,H,6180.0,6180.0,6211.812336609373,6249.666666666667,0.0,B
34,N,6360.0,6360.0,6443.6496965402475,6537.333333333333,0.0,A
35,N,6540.0,6540.0,6599.455959940552,6717.333333333333,0.0,A
36,H,6780.0,6780.0,6812.039106386034,6849.666666666667,0.0,B
37,N,6840.0,6840.0,6914.003343986305,7017.333333333333,0.0,A
38,N,6960.0,6960.0,7026.078871860766,7137.333333333333,0.0,A
39,N,7140.0,7140.0,7215.597234656711,7317.333333333333,0.0,A
40,N,7260.0,7260.0,7324.821203719898,7437.333333333333,0.0,A
41,N,7680.0,7680.0,7748.949055943316,7857.333333333333,0.0,A
42,N,7740.0,7740.0,7786.769370994092,7917.333333333333,0.0,A
43,N,8160.0,8160.0,8215.096300064968,8337.333333333334,0.0,A
44,H,8400.0,8400.0,8428.50570343361,8469.666666666666,0.0,B
45,N,8460.0,8460.0,8508.932635497076,8637.333333333334,0.0,A
46,N,8580.0,8580.0,8635.257486239909,8757.333333333334,0.0,A
47,H,8760.0,8760.0,8785.02497336833,8829.666666666666,0.0,B
48,N,9000.0,9000.0,9056.672540391617,9177.333333333334,0.0,A
49,H,9120.0,9120.0,9153.31161544948,9189.666666666666,0.0,B
50,N,9360.0,9360.0,9419.100580592487,9537.333333333334,0.0,A
51,N,9480.0,9480.0,9539.240087502838,9657.333333333334,0.0,A
52,N,9720.0,9720.0,9774.474357698064,9897.333333333334,0.0,A
53,N,9900.0,9900.0,9956.339455989999,10077.333333333334,0.0,A
54,N,10020.0,10020.0,10100.252276243591,10197.333333333334,0.0,A
55,H,10140.0,10140.0,10173.511452200886,10209.666666666666,0.0,B
56,N,10320.0,10320.0,10385.786295378453,10497.333333333334,0.0,A
57,N,10440.0,10440.0,10493.081997102816,10617.333333333334,0.0,A
58,N,10620.0,10620.0,10689.842872152152,10797.333333333334,0.0,A
59,N,10800.0,10800.0,10852.78289848829,10977.333333333334,0.0,A
60,N,11100.0,11100.0,11159.479616057757,11277.333333333334,0.0,A
61,N,11100.0,11100.0,11186.035788345067,11277.333333333334,0.0,A
62,N,11220.0,11220.0,11286.76209217208,11397.333333333334,0.0,A
63,N,11580.0,11580.0,11644.220640342746,11757.333333333334,0.0,A
64,N,11880.0,11880.0,11948.249629347636,12057.333333333334,0.0,A
65,H,12180.0,12180.0,12217.323377700523,12249.666666666666,0.0,B
67,N,12360.0,12360.0,12415.134334209475,12537.333333333334,0.0,A
66,N,12360.0,12360.0,12431.669693601016,12537.333333333334,0.0,A
68,N,12660.0,12660.0,12705.665707714314,12837.333333333334,0.0,A
69,H,12780.0,12780.0,12808.8804989733,12849.666666666666,0.0,B
70,N,12780.0,12780.0,12836.362789370267,12957.333333333334,0.0,A
71,H,12840.0,12840.0,12867.262624243109,12909.666666666666,0.0,B
72,N,12900.0,12900.0,12980.746058758701,13077.333333333334,0.0,A
74,N,13020.0,13020.0,13077.739162347712,13197.333333333334,0.0,A
75,N,13020.0,13020.0,13087.265840634462,13197.333333333334,0.0,A
73,N,13020.0,13020.0,13096.382050070184,13197.333333333334,0.0,A
76,N,13380.0,13380.0,13439.890497757991,13557.333333333334,0.0,A
