job_id,job_type,arrival_time,start_time,end_time,due_date,tardiness,machine
1,N,0.0,0.0,66.74360728072442,177.33333333333334,0.0,A
2,H,103.0,103.0,125.50053770330838,172.66666666666669,0.0,B
3,H,119.0,119.0,147.2920039551534,188.66666666666669,0.0,B
4,N,224.0,224.0,278.9402388919596,401.33333333333337,0.0,A
5,H,309.0,309.0,344.0590093708677,378.6666666666667,0.0,B
6,H,326.0,326.0,359.98920110907443,395.6666666666667,0.0,B
7,N,398.0,398.0,475.28266346899903,575.3333333333334,0.0,A
8,H,480.0,480.0,504.66204978066025,549.6666666666666,0.0,B
9,H,575.0,575.0,605.2765724908219,644.6666666666666,0.0,B
11,H,599.0,599.0,626.3932059149533,668.6666666666666,0.0,B
10,N,598.0,598.0,643.4586829398739,775.3333333333334,0.0,A
12,H,669.0,669.0,700.3804637758388,738.6666666666666,0.0,B
13,N,699.0,699.0,744.1513075703033,876.3333333333334,0.0,A
14,N,812.0,812.0,866.1009804867126,989.3333333333334,0.0,A
15,H,1009.0,1009.0,1042.5416695879078,1078.6666666666667,0.0,B
16,H,1036.0,1036.0,1067.9368095484374,1105.6666666666667,0.0,B
17,N,1076.0,1076.0,1130.8472429104092,1253.3333333333333,0.0,A
18,N,1114.0,1114.0,1151.5893042682317,1291.3333333333333,0.0,B
19,N,1140.0,1140.0,1213.0927732911853,1317.3333333333333,0.0,A
20,H,1295.0,1295.0,1316.274633249023,1364.6666666666667,0.0,B
21,H,1376.0,1376.0,1412.4666665034879,1445.6666666666667,0.0,B
22,H,1411.0,1411.0,1445.3605579620257,1480.6666666666667,0.0,B
23,N,1523.0,1523.0,1581.4458807466056,1700.3333333333333,0.0,A
24,N,1579.0,1579.0,1610.2345709517933,1756.3333333333333,0.0,B
25,H,1727.0,1727.0,1767.9943667264142,1796.6666666666667,0.0,B
26,N,2008.0,2008.0,2066.346513159525,2185.3333333333335,0.0,A
27,N,2093.0,2093.0,2142.630464338761,2270.3333333333335,0.0,A
28,H,2276.0,2276.0,2300.917224238162,2345.6666666666665,0.0,B
29,H,2471.0,2471.0,2508.437618588057,2540.6666666666665,0.0,B
30,N,2602.0,2602.0,2667.6194554418967,2779.3333333333335,0.0,A
31,H,2697.0,2697.0,2733.4954778192946,2766.6666666666665,0.0,B
32,H,2915.0,2915.0,2949.932697481956,2984.6666666666665,0.0,B
33,N,2926.0,2926.0,2989.6246732187456,3103.3333333333335,0.0,A
34,N,3017.0,3017.0,3100.6496965402475,3194.3333333333335,0.0,A
35,N,3407.0,3407.0,3466.4559599405516,3584.3333333333335,0.0,A
36,H,3460.0,3460.0,3492.0391063860343,3529.6666666666665,0.0,B
37,H,3638.0,3638.0,3675.0016719931523,3707.6666666666665,0.0,B
38,N,3664.0,3664.0,3730.0788718607664,3841.3333333333335,0.0,A
40,N,3769.0,3769.0,3806.410601859949,3946.3333333333335,0.0,B
39,N,3744.0,3744.0,3819.5972346567114,3921.3333333333335,0.0,A
41,N,3818.0,3818.0,3857.474527971658,3995.3333333333335,0.0,B
42,N,4043.0,4043.0,4089.7693709940927,4220.333333333333,0.0,A
43,N,4100.0,4100.0,4155.096300064968,4277.333333333333,0.0,A
44,N,4218.0,4218.0,4275.01140686722,4395.333333333333,0.0,A
45,H,4254.0,4254.0,4278.466317748538,4323.666666666667,0.0,B
46,H,4314.0,4314.0,4341.628743119954,4383.666666666667,0.0,B
47,H,4363.0,4363.0,4388.02497336833,4432.666666666667,0.0,B
48,N,4467.0,4467.0,4523.672540391617,4644.333333333333,0.0,A
49,H,4755.0,4755.0,4788.311615449479,4824.666666666667,0.0,B
50,H,4796.0,4796.0,4825.5502902962435,4865.666666666667,0.0,B
51,N,4896.0,4896.0,4955.240087502839,5073.333333333333,0.0,A
52,N,5070.0,5070.0,5124.474357698064,5247.333333333333,0.0,A
53,N,5094.0,5094.0,5127.169727994999,5271.333333333333,0.0,B
54,N,5116.0,5116.0,5196.252276243591,5293.333333333333,0.0,A
55,N,5166.0,5166.0,5204.511452200886,5343.333333333333,0.0,B
57,H,5719.0,5719.0,5745.540998551408,5788.666666666667,0.0,B
56,N,5712.0,5712.0,5777.786295378453,5889.333333333333,0.0,A
58,H,5872.0,5872.0,5906.921436076076,5941.666666666667,0.0,B
59,N,5873.0,5873.0,5925.78289848829,6050.333333333333,0.0,A
60,N,6039.0,6039.0,6098.479616057758,6216.333333333333,0.0,A
62,N,6505.0,6505.0,6543.38104608604,6682.333333333333,0.0,B
61,N,6483.0,6483.0,6569.035788345067,6660.333333333333,0.0,A
64,H,6752.0,6752.0,6786.124814673818,6821.666666666667,0.0,B
63,N,6725.0,6725.0,6789.220640342746,6902.333333333333,0.0,A
65,H,6835.0,6835.0,6872.323377700523,6904.666666666667,0.0,B
66,H,7129.0,7129.0,7164.834846800508,7198.666666666667,0.0,B
67,H,7246.0,7246.0,7273.567167104738,7315.666666666667,0.0,B
68,N,7423.0,7423.0,7468.665707714314,7600.333333333333,0.0,A
69,H,7757.0,7757.0,7785.880498973299,7826.666666666667,0.0,B
70,H,8006.0,8006.0,8034.1813946851335,8075.666666666667,0.0,B
71,H,8026.0,8026.0,8053.262624243108,8095.666666666667,0.0,B
73,H,8046.0,8046.0,8084.191025035092,8115.666666666667,0.0,B
72,N,8033.0,8033.0,8113.746058758701,8210.333333333334,0.0,A
74,N,8091.0,8091.0,8124.869581173856,8268.333333333334,0.0,B
75,N,8357.0,8357.0,8424.265840634462,8534.333333333334,0.0,A
77,H,8453.0,8453.0,8492.33920024667,8522.666666666666,0.0,B
76,N,8436.0,8436.0,8495.890497757991,8613.333333333334,0.0,A
78,H,8623.0,8623.0,8653.754630391608,8692.666666666666,0.0,B
79,N,8708.0,8708.0,8764.275139523152,8885.333333333334,0.0,A
80,N,8820.0,8820.0,8875.70437861534,8997.333333333334,0.0,A
81,H,8879.0,8879.0,8911.174753425808,8948.666666666666,0.0,B
82,H,8941.0,8941.0,8969.104653116003,9010.666666666666,0.0,B
