job_id,job_type,arrival_time,start_time,end_time,due_date,tardiness,machine
1,H,0.0,0.0,33.37180364036221,69.66666666666667,0.0,B
2,H,124.0,124.0,146.50053770330837,193.66666666666669,0.0,B
3,H,293.0,293.0,321.2920039551534,362.6666666666667,0.0,B
4,H,518.0,518.0,545.4701194459798,587.6666666666666,0.0,B
5,N,810.0,810.0,880.1180187417355,987.3333333333334,0.0,A
6,H,996.0,996.0,1029.9892011090744,1065.6666666666667,0.0,B
7,N,1171.0,1171.0,1248.282663468999,1348.3333333333333,0.0,A
8,N,1408.0,1408.0,1457.3240995613205,1585.3333333333333,0.0,A
9,N,1527.0,1527.0,1587.5531449816438,1704.3333333333333,0.0,A
10,N,1720.0,1720.0,1765.4586829398738,1897.3333333333333,0.0,A
11,H,1945.0,1945.0,1972.3932059149533,2014.6666666666667,0.0,B
12,H,2080.0,2080.0,2111.380463775839,2149.6666666666665,0.0,B
13,H,2260.0,2260.0,2282.5756537851516,2329.6666666666665,0.0,B
14,N,2474.0,2474.0,2528.1009804867126,2651.3333333333335,0.0,A
15,H,2597.0,2597.0,2630.5416695879076,2666.6666666666665,0.0,B
16,N,2796.0,2796.0,2859.873619096875,2973.3333333333335,0.0,A
17,H,3086.0,3086.0,3113.4236214552047,3155.6666666666665,0.0,B
18,H,3313.0,3313.0,3345.5893042682314,3382.6666666666665,0.0,B
19,H,3455.0,3455.0,3491.5463866455925,3524.6666666666665,0.0,B
20,N,3580.0,3580.0,3622.549266498046,3757.3333333333335,0.0,A
21,N,3836.0,3836.0,3908.9333330069758,4013.3333333333335,0.0,A
22,N,3968.0,3968.0,4036.7211159240514,4145.333333333333,0.0,A
23,H,4164.0,4164.0,4193.222940373303,4233.666666666667,0.0,B
24,N,4438.0,4438.0,4490.469141903587,4615.333333333333,0.0,A
25,N,4582.0,4582.0,4663.9887334528285,4759.333333333333,0.0,A
26,N,4748.0,4748.0,4806.346513159525,4925.333333333333,0.0,A
27,N,4891.0,4891.0,4940.630464338761,5068.333333333333,0.0,A
28,N,5004.0,5004.0,5053.834448476324,5181.333333333333,0.0,A
29,H,5244.0,5244.0,5281.4376185880565,5313.666666666667,0.0,B
30,H,5484.0,5484.0,5516.809727720948,5553.666666666667,0.0,B
31,N,5704.0,5704.0,5776.990955638589,5881.333333333333,0.0,A
32,H,5795.0,5795.0,5829.932697481956,5864.666666666667,0.0,B
33,H,6113.0,6113.0,6144.812336609373,6182.666666666667,0.0,B
34,H,6294.0,6294.0,6335.824848270124,6363.666666666667,0.0,B
35,N,6325.0,6325.0,6384.455959940552,6502.333333333333,0.0,A
